ccaa_cd,zbs_residencia_cd,grupo_edad_cd,sexo_cd,tsi_cd,n_poblacion
jABJyjTbNayulvhiNDGs,uBWAAeHigqhSBOpeFAYB,9,1,6,3556
cOMxLyANtGiRTodzYIwX,xsHeJiYyBBkyTTvJdslG,7,2,6,8795
tlooRDCLAGqSdyhDaKxu,YlPaqxiwzhYCmtJWyGeg,17,2,1,6873
CvIQSDeQNzqcsidVRFaY,TyPDpDNvndnNHMpYOQDV,9,9,5,5643
tOBbwcXdBPyEUmGjWzSi,zLahzVrIUOdsyBoXQLDC,11,2,2,7161
VYVauIVWmzJTKFHJYXew,aQYfCGzrUJfUnOmecVjC,7,1,0,8176
DBjFXKCMULPuOEXxlUxP,lxVMvAKqoWOWVtgKLAaV,16,1,0,6915
aEcCwdSTjFfSHKKBWPlf,MOlzaBHBIAGhrZEaOxSQ,18,9,2,8846
wWUUobenYGLipGXmZSXr,rIjkiRwZLXSJwDiSyKoX,12,0,4,3036
nQDNsZNOMgevmKnBIqmc,jgycQUmBfyjLUkMEwVLn,14,0,7,2146
BdeJgOCqragWRfUqNQOB,rVZntVhxtLPLMgYDmhFz,15,1,5,6304
qhpilXETOfUNUpFlCRUq,iiXlMooRBoVblzRtNNBV,18,1,2,4740
UXlyYaFeLPVEGLVKYQFv,uDvFrFUravZWvjqHTjJe,16,1,0,1890
OLdNcEccqiESdnNHyWAq,GNbdUCnuEEMvGMyrlOmZ,15,9,7,4687
wZzsURRFEqbwvGAGrYWg,XacHVixEEIkxtkUieUbb,4,1,2,3981
FXnPcHbzYfVoMTyjbZFl,yNdRrtUxznLuRszlhOYr,15,0,4,6879
bzewkBlRatmovRXyqism,AvXIETsVsILVjiRXSVKc,18,0,4,6610
kbhwGPvnXqZvNlgmGzFC,XKvseTwDyYpEQyVgcohQ,5,2,6,3968
VbpBeyFdATQZwBzHmpFV,wVcwJHunhtVgJVnQoeJS,1,1,6,5925
PzbUUMbybUHLrNxHQcYr,oQBHQjKWHXHXZwPanXre,10,1,4,1066
fdYFSxVLMNFcqSUnuzQx,AwpxJCmJbCPwxBgEtAsl,18,1,5,8637
xHhgjYUjlYuleWwlnXTs,JiBfSxnbETiemHgpofjI,5,9,1,4113
AgXDZMzJEWeyGYXiimET,oExUApJmfXYsZkRNvyuv,6,9,2,726
ORfGTwuBbrdFCnSkyBrt,NrkHYKJqMYyPzGgNMEMF,6,9,0,8982
ypbMtEMixGvrXsolGpcI,JxgkrvcIhcTfwsYKWDRC,2,0,7,5127
VaKzPwkvShIPtAsddLWh,aJayUOTRnqFcRTQnjWiL,5,0,0,2822
BINwRSBbGSQbDnMxoPRz,PfMXPxurJkFJKZuCGoHY,3,1,6,3060
raWoIfWghNEgiURlgwMm,EWgWRIDnozVSnoUXizeQ,7,1,0,4004
iLktBzzsyELWUYghxJgy,acWtiQMeJjkbeiphhHTG,11,2,2,5197
YmKKIhsjOXAuKkjOachQ,TpFoLnXlspJwBQZCPGZX,3,0,6,3226
WYhaNocWlXLcFdYTSeUY,jKvFEounMefxgCnOuYNb,17,9,6,1584
fTlxxWBmOyfOBKEtOpyq,bUJckUXUCMOOsOPHlghD,14,9,3,854
oAUfKcgMQkPxTVgGQjpu,vgTeDHJxbeDrNYwfCJHi,17,0,2,2607
KRgWzXFYfTySPAjwiHWI,XbQZxptcjeQFvqsCFfQu,9,2,5,6374
BHEYpxQtuqhfnqeVeAiW,GRkWQAUAJUqVvYVydahW,1,1,3,6183
KwaHUwibzMSgBdLrMTTL,UjfrxSAlhImGkNEFotOg,1,2,2,4096
OwAXWnYKmfFzsQSxjATL,RnSOglVnNwQBLYMKheZN,15,2,7,9556
xWPwGGQDBiBiCRtvzIha,FHrkUaberVqWggdRbbjf,11,2,8,4760
IiGQEeYfrNlriWdqCCon,rLNzafcfJwIGQwlUzNTt,15,9,3,2125
ipvVHmpdRLNLzUnnQBQZ,vmhjqRsxKSJPoiWbjGaT,4,9,2,9170
KBEQWIfriWEDDCyLWJLt,UHIRtPREBGATTPteJslv,1,1,7,2186
cZbmNrxFTMiwFpYMVkBc,sXrjSAeonHOdfSaeafJy,9,9,3,9916
fYsAhpfZfpsfFLhqvDfy,ueJtsrrfxGGJVcfDeNxr,18,9,3,8280
PplnwJUwIoTgMZaTduPC,VDjRJVrLVkkTXBMPQIOY,2,0,3,2425
FPZdbgvBgVDXEnzxLLeF,lSsAxxTThRphVTwgnOVk,7,2,2,6825
QcmMUfvOcobNkPsIRxuK,oaVEJaAkGJJaMPsIpyiQ,3,1,0,7922
rNymBjsqirYdThYpcaOY,TUxVcBfqxdBWZreMZcgC,3,0,7,8804
yflqwqTSpTjCAkOmXQkW,bebTkMtOtbEYMVajhbre,7,2,1,8697
keGLCExIMIGrEFJrqUbT,rnukMXmcuToWzteFBffS,2,1,3,2249
cltEYeJUlVDrBmkoUlTl,nbaMhgokJwBfeqZNqqjw,16,2,8,9013
DssbKTdUSsJAwtGJJuMe,aGErInsHTsQjfgazIzzo,12,9,0,2407
TuWSWdJdRYTZLtBlYAFh,CzLjsxBUIzpIFYNSVaHF,3,1,5,1391
EBFNXkSlivZlnqfMcbJz,tAsOfdYUlHwjtPeLnNWV,17,9,5,1736
ogCLHhghKpegtAHkKfQl,bBLaQuqaUkRJDQjatsGS,15,1,7,5573
vCmtccqwUiANcewvjqGa,ocliIchrDaSPkkMkcFaB,11,1,5,2115
yqkAeFaToRAAvMWaucGZ,nHPoqfzVRWagveDdSHZq,16,2,7,1396
pwtTVancplmpfohKmtnD,lMPWltWqdbEdNjXYsnWF,16,0,8,301
bJdNRwHvCJFCdjDzsWCk,wNTGGJmoWRTkEwYKsmcf,7,9,5,9901
BhmVCYJPPYToDzuiUUIE,GvsEpLiRYRlqpihmajGk,8,0,1,6980
PQZdAXTuqGypwSHcaQYw,XwUICkIXudssssQvwpNZ,18,0,4,9852
pNGdFCOfOcjwdhnvesNZ,QWIbXColeqzDLuIPphvE,5,2,2,8088
gTKOZCWIDagNEWECIump,zHAxDHEJqcCsMxHMjgBT,17,0,1,1847
tHGXTrYKzPFVLidDCFgQ,IxXDgrhOffUdNBQnaUBP,17,2,0,1619
sgJBuJaOFRBKQxOEBznu,QARKkrmzlzbyMeOQZtBU,14,2,8,4100
JQhoYkPlxZXkJZVFnoyP,jLLIawVCjJXejvLSrcJS,11,0,5,1414
xtLlVpYuhoLOjAGyYpsi,BMVHxlSUaUHqacqxscuG,3,1,5,4784
vsDEDSjWeOlAIZljeeGk,jQrWDdZvmLShAglGaUnk,16,9,3,2826
iZFBOPMTHtHWbdYbmBZG,MBraRbQlhCtGqayWozVo,18,0,7,2220
YHzhoBtRCGidVuWSoUSl,OhacOZeWErUptIjMBZnF,8,0,6,594
VbnlQWEsyhfNcEKrAxVC,ynSZYHynoqgZiAfLqXOZ,7,2,0,2033
QtjePtjbMdjCtIUTwSYt,QGRsaZcCZAyXDLQmOTMR,11,9,5,834
LfNDyzzuNviiGEdRQGbm,DDASkqAjTTmjvhJcxyzm,9,0,7,4232
wgpTZoNfSXCwKsHKlPYl,yduHlGzPvpdsnNnWAiIS,8,0,0,9154
xRYwIUqnpgTeAyFEdENi,SBsTrowYnbQfVLffcrKx,6,9,3,6640
YqndwjZkiOFFfuUdUZwU,jvpVaLIUxTyYLoOqbaMP,11,1,0,8590
ayvihCGwrKCFVVFJHGXF,RubcIQXjKOWqsIcbVOJl,18,2,4,7714
NHeYKptPZbuGsyHKdnjB,WvigprmOGdsWASFtoBhy,12,0,0,4540
aFDAIrHuBqAhmrFORCHS,hzRKLisDYMnVozUhgVPu,13,1,0,9105
xJyDVqWuItXOpALEITPI,goothnxHyEtOoWYVtNZk,17,0,1,9613
JUBhnBMhmQSigFsqePdL,ddwLNGqfLVYpgqueOfzB,5,1,4,9855
AaDUHMNtQUzyPECaHIip,jCWMtzAcXNxEzmsMHOxW,16,9,0,6733
pGPWTdbZdCHftMKpVkmv,QPdwRIqBwZlbhMDtPvXY,11,0,1,8051
TDvfGJZCDZHgiGobJaYP,JpfNdPDQVAoVhqFpnooZ,18,2,7,1900
uLmWAIwqNeKAkxOQwMFw,SwUyNCVwLAVopelJOABe,11,0,2,3884
crmstoBmGnmhHdgConec,gDyOnnirecnAfXfYykDn,5,2,4,1133
TbnhmbQtEqllASXUgqWO,hEyvtZforupsmGsUEDCG,11,9,2,6735
DcBuieADBepEhtwlEahD,RUjEkpNKgwppSnsKlxxV,6,0,2,8731
xiRSWfYtwPuEEULtnDQX,HOuOeTHmQuYWQiCwUscn,5,1,7,3809
WDcWiaxtNhHGPWfVzDhB,sphuKVYXacYUEEkRcXLV,6,1,5,5559
HIJlwUtRRCizstGVFgXD,giUgNjAzGewFZmeZfRCr,10,9,2,9329
LaZqdMVxiuFbSLBBAsXF,QBBQueujVgLOmVpiuami,9,2,8,5608
rIaHQGeqzgrkxmwzjIPM,hBTgwdHRVfKhGnRDiHCM,8,0,2,7185
jqMaMdyYPtiBxwDxYtol,OuXaxrNMMuqktennlpRQ,18,1,5,177
GbIdBUdxCWfCipBQaOnp,VqmnHKUPcbqaNbgHQdXm,4,1,4,7301
JuiwSoSpDhTUdWzWMRed,eadnxUxaUadAbBHLpQAN,7,9,3,1950
ooXfcCKidoCQmzGitSmh,mhtODBISCGndtUEDWSwy,6,0,6,8269
QcyHWSyGsiCzImXZSyHh,lUJpOuJzCRwzMqmCgzXW,17,9,7,2492
CUqljknuhUbNISqsZIEZ,TSNChnXmuauyKuMLDdjp,12,1,2,8420
MLaTFhNKnaGiDuKbmpFa,KMOetXhFEZzDFnBpULEr,9,2,6,6445
DoChjVOChnAHVsoZRzyt,tQNYEcZIAZLGYEjuiIrA,10,2,7,6360
zRqElSXraMWilpPlVOPj,mACdaDFSmBlxIgiHdatS,11,1,7,3252
zgHsgMCQLsnsaYUIkBAm,bJIrIOXBBYsHKFShwLWB,11,1,5,4107
cGFIGVwsINmwtpDWqztp,USYnbPQDGrvYPDyWQrHJ,7,1,2,9617
PSAgcjebnxqqjvSzJGMW,xFEqibxlWLcaKRqPnCvJ,14,0,2,6105
VNCRFXLXnjkGMBsKwOud,kJtHIWHWIxZXwAPKJuce,17,1,1,4061
EmKEptueZLHASqWgPCqB,fzMAArGScskEaGYckGWT,1,0,3,5014
pwoTmDIhyENiLOyjrXRB,SHVnHTYnvYjzrSuKQodh,4,1,5,3571
xpVPRCwmmDwWEPProXKH,jMyCsQcLNKWWDPQTBRXu,11,9,8,3230
SzKiucfOZTMDUCwVQbib,JogvtiGHIZGfdwjCWXLB,12,9,2,3136
EHQYLNnVXUljaxqETKhJ,BJFNwgpYxtmVpFahakso,16,0,7,8268
BQDVxAfnvMikORcSCHwe,fqwqDYVHnZHOMEFMIlAV,14,0,8,130
NqamsiRpkYEFIcOAcmve,PApdNhLAgFnrtoOXbbXO,11,2,7,3197
fspEqIGQWRvBvbWsodKi,EAZnEnWCWuqYaXnOYQqz,4,1,4,4974
aTaSruHfCbZwYzUMhZkW,LJYrhupPKTDYCCWexdUJ,8,2,5,2985
lAhnzzlGUjAaimAYqAQn,iODnBWwhQIgIHqqhMGKV,13,9,3,1257
tsAeHyieqqpBkYJAROOn,nEgsJMiNiyuGcaCSNTCS,3,1,6,8069
OYqWZUWXWZsfKHujBeeu,QUXqyipUHyvDYjmyuurc,18,9,4,6800
OWMcTQXsRLlUdSPZIttz,mSNGKzUyfoFfzvrjixnp,5,2,0,3282
SAzwYhVnaVyHMcwjNxfH,kFqJBkCPYYDJEBQNsEsp,12,0,2,9212
niwlKdYMIOpclptZzfQA,ixZuNJyJUuSoTmbyZuwJ,15,1,4,92
gdlLgRzjJkuHmpTTQxIl,AUCubqlejpnfXzBhXHDp,13,1,2,6072
nGsrgeVKDpfGsTOEAoxo,yvJPwXAVclhaFKKlBWBm,6,9,6,5292
YJHpRXSUVjLzlvAbvMzZ,jhdUvUcTNGRstYjVZcSx,18,0,6,7043
zoKtLcRetEAgnULnkYUv,xzvqlypSFnqZTsfHwrCv,17,0,8,9137
MvSBlZoFsBZRvyslyRZa,gcdfNgcmMLBNGEKedZBt,9,0,8,46
KBfgmaWqJCiUnkwOJiIS,oNndXUkOueWWVfnpUdMM,8,2,4,9046
XDxNUnAfBtZBDCIyzEfj,zJgqdoUiTNKhQksSmLsA,8,1,0,2749
VBeHqeEwJDOdXFLaKfyL,JgDVKLmmdNnJQSiXxgjH,5,1,8,2214
yTHukPoVzfPeIFlLGVsd,WSqrNJLfblrDIWugVZBF,9,1,7,9889
cyFjsNoqMOYhogNpaXcg,OwRmnMYlTxaobBHporBa,18,2,8,462
eSkGgWXbVMpurzyRVlrC,OTYxupcoMriYxoBcgCbs,8,0,1,3892
nNBUfcESFJrSfMzoQZFZ,kGLdQrbONiDsWGwMMRMY,3,9,8,7995
rWuvjgWWyPeLZgzKpbBN,vouRKeYYHIgcQicGVnHm,11,0,2,4664
lzDZDCyrCZyfdgvNPCgP,poSiCiPldPGuihhHxUJy,17,9,2,5417
KatnhqypWnpSqdXEHEnd,gaiYXhGgDKlxnRhmoAkF,1,2,6,926
ikyNSaLuzllmRPOPKUJx,KfMnKrErIWRLQhOXdPLi,6,2,7,3148
MABmtEFBGvBfXGePfakj,yzaIzbJsBkvYiifRBlVy,1,9,8,9601
iVOsWsghLyblUbjjVoNL,orOjtmwDiyFQqbNqUEHT,9,9,5,3698
QziXfYiBxkNuXbTnmilf,JQTOJRAABQbpnuGFzFDr,3,9,6,5290
uDypOmuQXzRQQCxFFjPV,KrRbwMmigJNpDRyxyhQp,3,9,7,4247
lmxJegZYRicKMSyDnHeL,AUveQqIVgnBqkWjftVXb,7,2,7,6395
MoNWpnQgcSyhtzkYHylj,kqFAOYXLmgEXEnOtDjDc,16,0,2,8057
wTxgNpQqeIUoUzeZdzbr,JvTGlNRsossVdbzIixsp,16,0,0,9610
HxgiURdqOWHqDWhzePcJ,swyYPOycEUDrTwsevhNv,11,0,8,1217
RtAoPXagRRByqJBubnZK,KUbCpgkgGpjxESczJApX,17,0,1,6025
UWBsynaWhFiWVtGtktLJ,gnGCaznJjDbcoHVgqeyj,8,2,2,4154
obEeLosZikCOsbUxuZic,qLItKYASCHNpEyKICMLi,12,2,4,8318
rvOijqKLNEJvMFJxcYlW,AmXwglbHxFowGIyrKKyB,8,0,5,6570
SphhqEtVYhaRWiWGKrMG,bcgNImsCmUIxGuvIwGvj,4,9,4,8153
UnRmDPfdCxLqnRHunIJl,wnZpmbqmfkZCeFJdUUaU,17,2,8,26
NyIrHPSQciSswJvxBExp,XcoRtIMAOEkLqLWUQcnl,10,1,8,4961
QvBZjEemnbvZIpTnoUOp,LLDKkGXtkSoygjuUDpAQ,14,1,3,7506
QEGApShrzAkEOjfOmPDQ,LjyeejQNLlstLIiVyHfh,3,2,2,2574
yLqePndOlPgcOlyrQfuu,khDqebyHXlhdoRyujRPJ,8,0,5,1956
uefJOseBmZCRbTistTOg,BbiOUyyfjRkZoMUYMdBd,8,2,1,6356
wbkkygOMnDVokGOWWskm,MMhVzxuCOElyJDOpUzgp,13,0,4,5798
wSKfDELryjvJJDcGhcOJ,QXFQSNLTNZkBXEozWwEY,7,9,4,4047
QaDlPYKVBcTwPXRnfQRe,ryGnTjfkOeWkesefxldX,15,9,7,7667
dPEYTthkKaAWJQVSHJlb,rwbRacjbnsuwzlwrtPQS,17,2,5,6441
iXqliMXCDygWRwrLlmQo,rskvHIWSRLcDVPitXeQR,1,2,5,1605
qwlUFpjTEcVJrvzxWYEp,WcJJxVzkgMDVhZMGcyCQ,5,2,7,7339
vcgcSPhcEWxgYrjvvdWd,xceATKIjPNfmIjhOphiU,6,1,2,4941
nndCdxLuLcgllZrwAjIV,qGxEMUeytkwPzSDwcMzi,7,9,7,7932
jweykbdRwEpTFTrsYBFU,CJMJANSJhWWKjdYdZOuc,13,0,5,2219
ZqvjqPHIcdApeeoIJetr,VufLvKRSGzqICPdCCEJh,2,9,7,8525
DIPWXTGdPAALFGJXpNRU,OBidvvFPfxDiJkiGCviy,6,9,2,6745
UxmOAyqLjeZxRIfRksZC,jIuuYWXGSFgKSbCKGwmj,3,9,3,2216
ZHmQiKmpJqJCpqHAhWnh,JDKikxwXDYpyQgAINZbY,15,1,1,2941
WwbhVaTJhcbYTXYGrqvW,SXMAGvRguGdHlrCQckBG,12,2,6,1094
LLnOmETaVJmxgcEJwjQS,oTKDpLdmsQMLfVzGpQlz,10,0,2,8517
VWGpbTOSQbnGEplECWOc,ZmXFeSCDGclGAZQpzUsd,14,2,7,426
QInEnZuHigNOABVPvudG,gjBFOSAIUnrMdyqzUMot,17,9,3,3197
JdvqOyPlUWiDuThDHMmO,IlAWOOJrePaQToAmPdBd,17,9,5,2767
uHQOQtrZtcWqYRQqOayI,ThmUFBfakMbDLiaawCug,15,9,4,3217
QOzCMNBaONzousWSOgFS,cQyMAVRSrCnoTSxRyDLX,13,1,8,6474
vlSThqZsMjdnfMKrZAEF,antPKpTbobVSTPcERdyw,7,1,5,8068
MjfAQovdBMLrbpABHmiN,XJTExocGoDQPfUNqAOEt,13,0,0,4116
kQjhBKLLtGwKXWmAMigf,OzcIElYRwpmyZnNKdaaz,1,9,2,2830
zDixySwgXYGEwxXGjkMq,swrfGeViwLqqPMupTypw,6,2,3,8187
PgPGCpYmLKnGwwiJRSEZ,iEAbXWayINAFzuxakUFv,1,9,7,4766
eGWKStAWYrWVIKOOymcY,rhdKPMxvUozMpBsuZZFV,11,9,1,5883
dILboeWoCUdutqddynXo,cXzDelcbKxGCigRBtHQS,18,1,7,1654
eQDSFTbtypatDCYlXxhL,KeymWyHEsYjjDrRDlXSY,10,9,2,5275
cTuiUEiQlRiPcYosbagm,muFkkMyBryFgJTeDMONz,10,1,8,9722
aqRiDERkKuOrSALLrbbk,SgFrsraGcdDKbSWPiszr,3,0,7,4984
IOoZryZMtdaODyNVmakR,lmRezMTpZHRMPrcOuYlt,2,1,1,2947
OAxpPDxmGtdioqJyJirh,DDjQGOVxEyAeNZiebIBH,7,0,2,7573
cnyjROYRYiXRFxePNpIM,sTjXwlLVzYDOYzOfzjsb,13,1,5,5608
zWFeheLQPrvOkJedOvEZ,RlVhUcytlPCbpEXYsvUf,4,1,7,6523
pDOcOunSFPXOlPlbwITu,FHKPvzrIQpGPnBsXMPUj,17,2,8,3891
FJnxYJkbCePoVsZJiPHV,PivheCQnMrtscyjOuiEu,14,2,4,3850
kwmuxvUsxdrolZkMhMNN,bmbxLrUjaEAChUJPfGes,4,2,5,5745
LgfCLkgzsVUMbGvsUdVU,sgwmHwsmdNVvpbuMqonR,5,9,1,3996
mFXACkOmhyQJRpauqASc,RxozxDDmKSyvUGhySIXi,9,2,1,5742
MKjjLdGcflvTdCxWgLot,sskYUuqgsjFkrxDYrtqv,9,2,3,6170
tgZiyfoizCjrcEaIICKQ,dciAyRsneboRQaQVZvUj,11,2,0,3437
XTdiLBJPaSOuAsPCONCN,EEnMiPWBMDCoSelQDnSv,6,1,7,6564
EeRHUPaMsLxlBpuxKTDr,kAxBigEPHbHKSooJppXX,6,2,8,8586
DkNLIYQEweCzFXfDfWqB,XnjOtGSpnarhunRLBgKz,1,9,3,8473
wcFoRQMbIgeFqqZfAyMw,yaZNIKVNGvWUveojaWSj,12,2,8,4650
dyOxvhbGzFzKoPGKBMTt,ESxNrmZyuBuFgdAAsHNm,4,2,7,9864
LGyMljHeWOtHNKHHcRRB,pEonOZIPboTdlOFhZnKd,4,0,7,2972
dNQRbENUuWAWILSsLVIB,lOctICLzSTSPGQFUHZUf,9,2,6,4065
SflkBjrCtQkhQAQoBypf,WuJcsRLVzcwgsSwsqHoO,14,2,1,9921
VMuriBVtPIYMSzJGcHer,srjGxyVVDbrdiepekDaN,7,2,4,9408
TkqfNKDhCwnCdCXbBzio,LDdCvgXygpfiMKLIeugZ,6,1,0,9504
ALCxtNnIyCWIOJWZHcTx,fIcJYEdDKNjducfBKCbC,3,0,6,2000
akpEpZifFwGojtyenHou,QNssntkiHdAhImroaprz,11,1,4,5030
cxFZCFryrBxMCzwyVIsF,OrifNOqEwPbTbCmFEoMt,10,0,0,50
mpVBffNNnBeEfIBHaNbS,QgzayRxrWlMBnBhXkcLh,12,1,1,6414
skPqAThrelPwEBOdNCEi,qzhEqZGQTpTxKMerYYhz,11,2,1,1295
hmupkshiyVgnZXKEmYYP,zGFbJqwAdISwRcKfpSkW,18,0,3,8225
hCSCLPtxWkofkcLcqlxZ,saiWLeJKdsYujsatcsSz,10,2,3,6712
eovKdGWGVaDypxyhpyuy,OIjxLQtzrOqQhIuCzIOc,4,9,7,1927
seNSmQkAJOQKtSMsNwSw,EHBcrkDjUiudOwpjBuoM,7,2,2,7453
aNiAdRsiIvywMzEyFWEw,bsMAhuFUThvHZWiXPgHO,6,1,2,8764
SMmNTcKhbrStNcCexhvq,ymfJCBMYbvBMfzVIvdRN,14,2,6,6801
QauGvkjpskKvkjxuSKqX,TICetNQkRLpTMgoevTRp,13,0,8,7798
yXFFGwUKaEeqlSVMOKif,penGLQsHkCSyYnKMrIfC,17,0,1,2356
hqtRLzYVkSGHCvybSiPE,khWXtvPgqFwsPkysANnI,16,9,8,7605
DEJpVubkPCCLHxWbymqI,pckpUolBSjEbpYRxPmzz,4,0,8,9321
KRdcCMlTgAZlAPHhQTFz,iNYmNJmKGFQvckHZnujC,5,1,3,7211
aoWwhrQWlgZsnxMZbEPW,guepfYbWfNkMsRCiuhcA,12,2,7,1081
uzBbbymBiwmxoIgtRDPj,YZpWRYfbyWAFUYhlGkvs,5,0,1,2319
fgcaWqrNNAEIESCKgXSr,TAkoZecObQEeKNIdKKYh,15,0,6,9049
YcxpYeTxVmVtgHwHlCZQ,cQrOXHfNOzOyoOVdQoLm,13,2,8,5851
NqFirGbiwPUUZkyymeel,zGxThCNXxmttHQjBbZvg,5,9,5,8343
tNjPCoaTjFHLzYbIsJNR,eoEpnpoYwWIUmdVZVaCR,17,0,2,4847
ncTHNxfQgnNkHCBUaxjK,MRIcnGhdLDkVlrECBdZa,6,0,8,7709
ljSNXRkxdTEeDiflqRRX,kBrHGpaWWZeCykiYQIkB,8,1,5,3722
syZwmehohOlPkZCDisoj,YxmKbwjdWHMSzhxFVsVr,18,9,6,2082
AgAMVaepZMdgcKnjVrzS,zdVtjENEwkCbbldZUhfv,2,9,4,872
paemrIqRyeEOigHwdkcB,bvwzrniJVfLArjmWKePH,17,9,3,6003
CXgrLPeArTpiiberqbYO,lLuouyqRJBCInKSXHKRH,6,9,4,9524
DkTvTnTQNCbvaqqMgISc,fnCBYUrcfWayYhHzBioL,18,0,4,895
ZrVxnWqLZOGTpyknVVDW,yHEBuxYwqUbhRKZKrzww,15,2,4,3127
yopqkWvtTAVnhefYjooe,agqtFPySdrqgqFHsKQwA,8,2,0,7871
DVgQnHczMlhkQRngMamz,jvNRbbIuUxRiokxWZspf,4,2,6,6153
LrHkTdIjJbREJbJQjhqz,GPKnjLPjOojTsQTuAwjW,9,2,0,7449
pPJFnEGDGWXGSgGwDsgU,NdimptOnBOdMMitaYbHH,8,2,0,3357
TxbKlYdCUlhYMjsYTpLq,ATVOxEJjIiRUbjoBEqmH,15,0,8,5588
eoTIqZnhOypyJhBkzRor,svJmkAjwMnhRkHsyRUcp,7,2,6,7378
pXhJZWhBPSPybprLDZeu,MMzMJOrylcQsahFxyewP,13,2,6,1294
HQOPRVWFvTIzUTicsXcE,IIHJkFfLXDRaqEguWfYH,6,2,8,4442
qIUtJKAGlPBxzlbDCyVP,fVeUwnVhehQZTXBHcFfP,13,0,7,759
iomharqPkiNGlBoKubbD,NfUIybHpvdAvoVqbYmRN,3,9,1,4874
zIYsodqwgSlfjVEHoSgX,isEvnjKishWqMheHnxCV,4,1,6,1831
CTpgntUApLaLbdWdEjTE,DAsAoEYAgjNsSpZEcHyO,10,1,2,5652
wMzUbytuhUgOsdDZNnxg,BhALBwhrWgoyQSBHRWhW,15,0,5,891
puQujFwiOszyYqgDnCwB,sdMwbhGZzsXdgSKHYAkT,12,0,5,8269
EBShkIIMOMhLQOpKYJfm,ogwPlNKTBcugtevnJEqK,14,9,1,5857
ZMJIphEaYMujjfkHVwxZ,zbBaZKsPzsYakpUKMyug,12,1,5,6034
jBTOISidjzHEafxoqQjy,RZvEFKFGsRnsBdBmIgOq,11,9,7,5677
RVbHReRPxLCQzWYEokPu,sGtXogXEfifZLMuxPgXu,8,1,4,7178
qxcGeabymEtFJnaSgChS,qsRlmaJqpdKFZUknppCN,15,1,8,6068
MBnJgxpbzcOyPMshKQju,XdXmKvFRkqnbaeWkHOxy,7,1,5,83
ZBiASIuwEPcnefLRVzhp,YzXCsGleguxCjYuemykx,17,9,3,6911
kXACeVBEdBIwKweYLWZn,bbPiidxwEjhtDAAHtnRT,15,9,4,1707
RCpZcuNqGwymlPqOerhh,uTTIXaJrRCATraYdGLXg,3,1,6,8923
HmYuXTEBOqfblOMBBnVl,imhSSsbKnHSDQRnVDKcC,2,9,8,6549
hTKTRYvuBhEIGvvbYzPG,bKdpBISOGLumdaaTnKOW,16,0,3,5467
ObCYeQIGzNGfIRONwTbB,UgNpMuVbxiJTIzoHmOev,16,1,7,2163
djGtqWtURSyKFKNtqXsF,eJOIDezEcrnSNVrVJWnG,4,1,0,7865
kNEaeWyyAfDViDsIdxif,eWhlYOSOYTNmAhQzdlkp,18,0,3,2496
EsTurQLkuduxQqkUIVKA,bvOnSmjYTfsTfDDSCrUP,18,2,8,2930
TaFuzqHLuyBAWWJLfEmJ,BfkMfmRkQolsTTLpmIvd,2,2,2,1607
cdKQYQCVrIYUZLqefISs,qTIuIIxocIhJxOOcaPIQ,7,2,7,8502
mTdqIBiJCNGNEHcyOuOB,esroXxAKqZGxUVgSsLya,17,9,0,4160
QKTvLCetEpkENUTKatKc,hKEUzhgWEDWfIldvMDpR,4,1,5,9265
XWNZBbmNBFTUuDaIsKpL,ZZHLaxelidIaBgLUSlQR,10,9,7,2048
pDauCMGjIRQreoFGQsmG,mkCRsQLoZynydzMbgANq,6,1,5,5238
mPuxdrjjoxbsOGadUAar,puorIwQFFRJASUShnHwZ,12,1,6,7336
RfpvcUqSqdtRrkEcEXNe,ZxaLgWsHpiCSqPfwaSoT,14,2,1,7591
IsLrryNtNhibSPDrxARk,nKoGAWKPtnEUHxWTsKRs,16,9,3,9591
sWUfYpbHbyekyNDINGyv,olZLMnBQoOXGmlInmqgR,12,9,0,2060
ABuYGCKrMoGtHdUHRPaE,AVtTpzlXMifeYpvdRhml,10,2,2,6456
TQlKhIrDvNNCnmmpzcsa,UIRzhhFqZwOnOZAKSAkB,15,9,5,84
cbCBqqwuTwyRdMvpJMUv,pmLcIUTsMSxKQFkqIQhX,16,2,1,193
AQuSLDgSrqajsSBExWqP,uQEAVQFFXRTsmyklveGO,10,2,0,341
nLfHQIUJKCPTTJCPNwfO,zgliPnCDNSdyLcJPAWnw,7,9,1,4288
EWxziMrsIPvUqBXooSsQ,VwYisrMpLayNaqJuUGTN,3,9,5,7924
JxRZBSEZuAWtxdleJvrD,iSmGQFHjfJJodxQFhCkP,9,2,3,3321
RihoXXLxqJfsgZAennGO,jCYmHimHncyPSaLDHmRr,2,0,7,2222
IUHYMVuBvcMthjvYjXWb,aRnhdkDaFhxFkuaBbjdL,8,0,5,9313
ZYQnXDGDiPVvlelKMbMb,GNGcPfaCsiDwmpLNnPWh,4,9,5,6144
qjCNVnAVoaacqSyNxHJX,gyYEJhWWgckFSEcuvCUV,7,2,6,1245
mGsPzEDJHLpVUpEGSaTu,DSVVvFRKwlHspdnxfCui,2,9,0,7150
gZPOyheOfPXYGtKHXLNX,mAuPdZKCPxNFDNEybZmI,6,0,3,951
KhVQvnxPqekLpeImmUAp,nBSdhFlrRWmtmNnSZNWJ,3,9,6,7325
